ProID,Info,,time,Value,
,,,0.0052,-0.048,
,,,0.005208,-0.024,
,,,0.005216,-0.024,
,,,0.005224,-0.024,
,,,0.005232,-0.024,
,,,0.00524,-0.024,
,,,0.005248,-0.016,
,,,0.005256,-0.024,
,,,0.005264,-0.024,
,,,0.005272,-0.016,
,,,0.00528,-0.024,
,,,0.005288,-0.024,
,,,0.005296,-0.016,
,,,0.005304,-0.016,
,,,0.005312,-0.024,
,,,0.00532,-0.024,
,,,0.005328,-0.016,
,,,0.005336,-0.024,
,,,0.005344,-0.024,
,,,0.005352,-0.024,
,,,0.00536,-0.024,
,,,0.005368,-0.024,
,,,0.005376,-0.016,
,,,0.005384,-0.024,
,,,0.005392,-0.024,
,,,0.0054,-0.016,
,,,0.005408,-0.016,
,,,0.005416,-0.024,
,,,0.005424,-0.016,
,,,0.005432,-0.016,
,,,0.00544,-0.024,
,,,0.005448,-0.024,
,,,0.005456,-0.016,
,,,0.005464,-0.024,
,,,0.0054719998,-0.024,
,,,0.00548,-0.024,
,,,0.005488,-0.024,
,,,0.005496,-0.024,
,,,0.005504,-0.016,
,,,0.005512,-0.024,
,,,0.00552,-0.024,
,,,0.005528,-0.016,
,,,0.005536,-0.016,
,,,0.005544,-0.024,
,,,0.005552,-0.016,
,,,0.00556,-0.024,
,,,0.005568,-0.024,
,,,0.005576,-0.024,
,,,0.005584,-0.024,
,,,0.005592,-0.024,
,,,0.0056,-0.024,
,,,0.005608,-0.024,
,,,0.005616,-0.024,
,,,0.005624,-0.024,
,,,0.005632,-0.024,
,,,0.00564,-0.024,
,,,0.005648,-0.016,
,,,0.0056559998,-0.016,
,,,0.005664,-0.016,
,,,0.005672,-0.024,
,,,0.00568,-0.016,
,,,0.005688,-0.024,
,,,0.005696,-0.016,
,,,0.005704,-0.016,
,,,0.005712,-0.016,
,,,0.00572,-0.016,
,,,0.005728,-0.016,
,,,0.005736,-0.040000003,
,,,0.005744,-0.024,
,,,0.005752,-0.024,
,,,0.00576,-0.024,
,,,0.005768,-0.024,
,,,0.005776,-0.024,
,,,0.005784,-0.016,
,,,0.005792,-0.032,
,,,0.0058,-0.024,
,,,0.005808,-0.040000003,
,,,0.005816,-0.024,
,,,0.005824,-0.032,
,,,0.005832,-0.024,
,,,0.0058399998,0.040000003,
,,,0.005848,-0.076000005,
,,,0.005856,0.0,
,,,0.005864,-0.024,
,,,0.005872,-0.008,
,,,0.00588,-0.024,
,,,0.005888,-0.016,
,,,0.005896,-0.024,
,,,0.005904,-0.024,
,,,0.005912,-0.016,
,,,0.00592,-0.024,
,,,0.005928,-0.016,
,,,0.005936,-0.016,
,,,0.005944,-0.016,
,,,0.005952,-0.024,
,,,0.00596,-0.016,
,,,0.005968,-0.024,
,,,0.005976,-0.016,
,,,0.005984,-0.032,
,,,0.005992,-0.024,
,,,0.006,-0.016,
,,,0.006008,-0.024,
,,,0.006016,-0.024,
,,,0.006024,-0.024,
,,,0.006032,-0.024,
,,,0.00604,-0.024,
,,,0.006048,-0.024,
,,,0.006056,-0.024,
,,,0.006064,-0.024,
,,,0.006072,-0.024,
,,,0.00608,-0.024,
,,,0.006088,-0.024,
,,,0.006096,-0.016,
,,,0.006104,-0.016,
,,,0.006112,-0.016,
,,,0.00612,-0.024,
,,,0.006128,-0.024,
,,,0.006136,-0.024,
,,,0.006144,-0.024,
,,,0.006152,-0.024,
,,,0.00616,-0.008,
,,,0.006168,-0.024,
,,,0.006176,-0.024,
,,,0.006184,-0.024,
,,,0.006192,-0.032,
,,,0.0062,-0.024,
,,,0.006208,-0.016,
,,,0.006216,-0.024,
,,,0.006224,-0.016,
,,,0.006232,-0.024,
,,,0.00624,-0.024,
,,,0.006248,-0.016,
,,,0.006256,-0.024,
,,,0.006264,-0.024,
,,,0.006272,-0.024,
,,,0.00628,-0.024,
,,,0.006288,-0.024,
,,,0.006296,-0.032,
,,,0.006304,-0.032,
,,,0.006312,-0.024,
,,,0.00632,-0.024,
,,,0.0063279998,-0.016,
,,,0.006336,-0.024,
,,,0.006344,-0.016,
,,,0.006352,-0.024,
,,,0.00636,-0.024,
,,,0.006368,-0.024,
,,,0.006376,-0.024,
,,,0.006384,-0.024,
,,,0.006392,-0.032,
,,,0.0064,-0.024,
,,,0.006408,-0.008,
,,,0.006416,-0.016,
,,,0.006424,-0.016,
,,,0.006432,-0.016,
,,,0.00644,-0.016,
,,,0.006448,-0.016,
,,,0.006456,-0.016,
,,,0.006464,-0.024,
,,,0.006472,-0.016,
,,,0.00648,-0.016,
,,,0.006488,0.024,
,,,0.006496,-0.008,
,,,0.006504,0.016,
,,,0.0065119998,0.0,
,,,0.00652,0.016,
,,,0.006528,-0.008,
,,,0.006536,-0.016,
,,,0.006544,-0.024,
,,,0.006552,-0.024,
,,,0.00656,-0.024,
,,,0.006568,-0.024,
,,,0.006576,-0.024,
,,,0.006584,-0.024,
,,,0.006592,-0.024,
,,,0.0066,-0.024,
,,,0.006608,-0.024,
,,,0.006616,-0.024,
,,,0.006624,-0.024,
,,,0.006632,-0.024,
,,,0.00664,-0.024,
,,,0.006648,-0.024,
,,,0.006656,-0.016,
,,,0.006664,-0.016,
,,,0.006672,-0.024,
,,,0.00668,-0.024,
,,,0.006688,-0.024,
,,,0.0066959998,-0.024,
,,,0.006704,-0.016,
,,,0.006712,-0.024,
,,,0.00672,-0.024,
,,,0.006728,-0.008,
,,,0.006736,-0.024,
,,,0.006744,-0.024,
,,,0.006752,-0.024,
,,,0.00676,-0.008,
,,,0.006768,-0.016,
,,,0.006776,-0.024,
,,,0.006784,-0.024,
,,,0.006792,-0.016,
,,,0.0068,-0.024,
